first_name,last_name,num_publications,mesh_term,pmid
Chunhua,Weng,344,User-Computer Interface,17452021
Chunhua,Weng,344,Information Systems,17238761
Chunhua,Weng,344,Semantics,17238761
Chunhua,Weng,344,"Vocabulary, Controlled",17238761
Chunhua,Weng,344,Information Systems,17238761
Chunhua,Weng,344,Semantics,17238761
Chunhua,Weng,344,"Vocabulary, Controlled",17238761
Chunhua,Weng,344,Attitude to Computers,16779151
Chunhua,Weng,344,Clinical Protocols,16779151
Chunhua,Weng,344,Clinical Trials as Topic,16779151
Chunhua,Weng,344,Computer Communication Networks,16779151
Chunhua,Weng,344,Consumer Behavior,16779151
Chunhua,Weng,344,Cooperative Behavior,16779151
Chunhua,Weng,344,Data Collection,16779151
Chunhua,Weng,344,Group Processes,16779151
Chunhua,Weng,344,Humans,16779151
Chunhua,Weng,344,Internet,16779151
Chunhua,Weng,344,Multicenter Studies as Topic,16779151
Chunhua,Weng,344,Neoplasms,16779151
Chunhua,Weng,344,Organizational Culture,16779151
Chunhua,Weng,344,Organizational Innovation,16779151
Chunhua,Weng,344,Qualitative Research,16779151
Chunhua,Weng,344,User-Computer Interface,16779151
Chunhua,Weng,344,Attitude to Computers,16779151
Chunhua,Weng,344,Clinical Protocols,16779151
Chunhua,Weng,344,Clinical Trials as Topic,16779151
Chunhua,Weng,344,Computer Communication Networks,16779151
Chunhua,Weng,344,Consumer Behavior,16779151
Chunhua,Weng,344,Cooperative Behavior,16779151
Chunhua,Weng,344,Data Collection,16779151
Chunhua,Weng,344,Group Processes,16779151
Chunhua,Weng,344,Humans,16779151
Chunhua,Weng,344,Internet,16779151
Chunhua,Weng,344,Multicenter Studies as Topic,16779151
Chunhua,Weng,344,Neoplasms,16779151
Chunhua,Weng,344,Organizational Culture,16779151
Chunhua,Weng,344,Organizational Innovation,16779151
Chunhua,Weng,344,Qualitative Research,16779151
Chunhua,Weng,344,User-Computer Interface,16779151
Chunhua,Weng,344,Clinical Protocols,15361061
Chunhua,Weng,344,Clinical Trials as Topic,15361061
Chunhua,Weng,344,Cooperative Behavior,15361061
Chunhua,Weng,344,Databases as Topic,15361061
Chunhua,Weng,344,Humans,15361061
Chunhua,Weng,344,Interdisciplinary Communication,15361061
Chunhua,Weng,344,Internet,15361061
Chunhua,Weng,344,Software,15361061
Chunhua,Weng,344,User-Computer Interface,15361061
Chunhua,Weng,344,Writing,15361061
Chunhua,Weng,344,Clinical Protocols,15361061
Chunhua,Weng,344,Clinical Trials as Topic,15361061
Chunhua,Weng,344,Cooperative Behavior,15361061
Chunhua,Weng,344,Databases as Topic,15361061
Chunhua,Weng,344,Humans,15361061
Chunhua,Weng,344,Interdisciplinary Communication,15361061
Chunhua,Weng,344,Internet,15361061
Chunhua,Weng,344,Software,15361061
Chunhua,Weng,344,User-Computer Interface,15361061
Chunhua,Weng,344,Writing,15361061
Chunhua,Weng,344,Clinical Protocols,14728554
Chunhua,Weng,344,Clinical Trials as Topic,14728554
Chunhua,Weng,344,Humans,14728554
Chunhua,Weng,344,Software Design,14728554
Chunhua,Weng,344,Clinical Protocols,14728554
Chunhua,Weng,344,Clinical Trials as Topic,14728554
Chunhua,Weng,344,Humans,14728554
Chunhua,Weng,344,Software Design,14728554
Chunhua,Weng,344,Appointments and Schedules,12463951
Chunhua,Weng,344,Artificial Intelligence,12463951
Chunhua,Weng,344,Clinical Protocols,12463951
Chunhua,Weng,344,Clinical Trials as Topic,12463951
Chunhua,Weng,344,Decision Support Techniques,12463951
Chunhua,Weng,344,Humans,12463951
Chunhua,Weng,344,Time,12463951
Chunhua,Weng,344,Appointments and Schedules,12463951
Chunhua,Weng,344,Artificial Intelligence,12463951
Chunhua,Weng,344,Clinical Protocols,12463951
Chunhua,Weng,344,Clinical Trials as Topic,12463951
Chunhua,Weng,344,Decision Support Techniques,12463951
Chunhua,Weng,344,Humans,12463951
Chunhua,Weng,344,Time,12463951
