Person ID,First Name,Last Name,Num Publications,MeSH Term,PMID
1,Chunhua,Weng,195,Logistic Models,31605180
1,Chunhua,Weng,195,Male,31605180
1,Chunhua,Weng,195,Mendelian Randomization Analysis,31605180
1,Chunhua,Weng,195,Middle Aged,31605180
1,Chunhua,Weng,195,Obesity,31605180
1,Chunhua,Weng,195,"Polymorphism, Single Nucleotide",31605180
1,Chunhua,Weng,195,Postoperative Complications,31605180
1,Chunhua,Weng,195,Retrospective Studies,31605180
1,Chunhua,Weng,195,Risk Factors,31605180
1,Chunhua,Weng,195,Algorithms,31542521
1,Chunhua,Weng,195,Electronic Health Records,31542521
1,Chunhua,Weng,195,Genomics,31542521
1,Chunhua,Weng,195,Humans,31542521
1,Chunhua,Weng,195,Medical Informatics,31542521
1,Chunhua,Weng,195,Phenotype,31542521
1,Chunhua,Weng,195,Retrospective Studies,31542521
1,Chunhua,Weng,195,Adolescent,31499184
1,Chunhua,Weng,195,Adult,31499184
1,Chunhua,Weng,195,Algorithms,31499184
1,Chunhua,Weng,195,Cluster Analysis,31499184
1,Chunhua,Weng,195,Computer Systems,31499184
1,Chunhua,Weng,195,"Databases, Factual",31499184
1,Chunhua,Weng,195,Electronic Health Records,31499184
1,Chunhua,Weng,195,Female,31499184
1,Chunhua,Weng,195,Genetic Variation,31499184
1,Chunhua,Weng,195,"Genome, Human",31499184
1,Chunhua,Weng,195,Genomics,31499184
1,Chunhua,Weng,195,Humans,31499184
1,Chunhua,Weng,195,Male,31499184
1,Chunhua,Weng,195,Medical Informatics,31499184
1,Chunhua,Weng,195,Mutation,31499184
1,Chunhua,Weng,195,Neoplasms,31499184
1,Chunhua,Weng,195,Precision Medicine,31499184
1,Chunhua,Weng,195,Prognosis,31499184
1,Chunhua,Weng,195,Retrospective Studies,31499184
1,Chunhua,Weng,195,Young Adult,31499184
1,Chunhua,Weng,195,Decision Making,31450082
1,Chunhua,Weng,195,"Decision Support Systems, Clinical",31450082
1,Chunhua,Weng,195,Humans,31450082
1,Chunhua,Weng,195,Neoplasms,31450082
1,Chunhua,Weng,195,Biomedical Research,31438156
1,Chunhua,Weng,195,Humans,31438156
1,Chunhua,Weng,195,Research Personnel,31438156
1,Chunhua,Weng,195,Adult,31438155
1,Chunhua,Weng,195,Crowdsourcing,31438155
1,Chunhua,Weng,195,Female,31438155
1,Chunhua,Weng,195,Humans,31438155
1,Chunhua,Weng,195,Male,31438155
1,Chunhua,Weng,195,Medical Records,31438155
1,Chunhua,Weng,195,Public Opinion,31438155
1,Chunhua,Weng,195,Surveys and Questionnaires,31438155
1,Chunhua,Weng,195,Trust,31438155
1,Chunhua,Weng,195,Humans,31438128
1,Chunhua,Weng,195,Language,31438128
1,Chunhua,Weng,195,Natural Language Processing,31438128
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,31438128
1,Chunhua,Weng,195,Biological Ontologies,31437962
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,31437962
1,Chunhua,Weng,195,Unified Medical Language System,31437962
1,Chunhua,Weng,195,Cluster Analysis,31437950
1,Chunhua,Weng,195,Data Accuracy,31437950
1,Chunhua,Weng,195,"Databases, Factual",31437950
1,Chunhua,Weng,195,Delivery of Health Care,31437950
1,Chunhua,Weng,195,Electronic Health Records,31437950
1,Chunhua,Weng,195,Evidence-Based Medicine,31437911
1,Chunhua,Weng,195,"Neural Networks, Computer",31437911
1,Chunhua,Weng,195,PubMed,31437911
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,31437911
1,Chunhua,Weng,195,Evidence-Based Medicine,31434596
1,Chunhua,Weng,195,Family Practice,31434596
1,Chunhua,Weng,195,Humans,31434596
1,Chunhua,Weng,195,Medical Informatics,31434596
1,Chunhua,Weng,195,Peer Review,31434596
1,Chunhua,Weng,195,Periodicals as Topic,31434596
1,Chunhua,Weng,195,Clinical Trials as Topic,31390010
1,Chunhua,Weng,195,"Databases, Factual",31390010
1,Chunhua,Weng,195,Humans,31390010
1,Chunhua,Weng,195,Information Storage and Retrieval,31390010
1,Chunhua,Weng,195,Mental Processes,31390010
1,Chunhua,Weng,195,Natural Language Processing,31390010
1,Chunhua,Weng,195,Search Engine,31390010
1,Chunhua,Weng,195,Surveys and Questionnaires,31390010
1,Chunhua,Weng,195,Attention Deficit Disorder with Hyperactivity,31325501
1,Chunhua,Weng,195,Data Collection,31325501
1,Chunhua,Weng,195,"Databases, Factual",31325501
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 2",31325501
1,Chunhua,Weng,195,Electronic Health Records,31325501
1,Chunhua,Weng,195,Humans,31325501
1,Chunhua,Weng,195,Medical Informatics,31325501
1,Chunhua,Weng,195,National Human Genome Research Institute (U.S.),31325501
1,Chunhua,Weng,195,Observational Studies as Topic,31325501
1,Chunhua,Weng,195,"Outcome Assessment, Health Care",31325501
1,Chunhua,Weng,195,Phenotype,31325501
1,Chunhua,Weng,195,Research Design,31325501
1,Chunhua,Weng,195,Software,31325501
1,Chunhua,Weng,195,United States,31325501
1,Chunhua,Weng,195,Biological Ontologies,31106327
1,Chunhua,Weng,195,Data Curation,31106327
1,Chunhua,Weng,195,Genes,31106327
1,Chunhua,Weng,195,Humans,31106327
1,Chunhua,Weng,195,Internet,31106327
1,Chunhua,Weng,195,Phenotype,31106327
1,Chunhua,Weng,195,Software,31106327
1,Chunhua,Weng,195,User-Computer Interface,31106327
1,Chunhua,Weng,195,Data Analysis,31074176
1,Chunhua,Weng,195,Databases as Topic,31074176
1,Chunhua,Weng,195,Humans,31074176
1,Chunhua,Weng,195,"Social Control, Formal",31074176
1,Chunhua,Weng,195,Clinical Coding,30944012
1,Chunhua,Weng,195,Electronic Health Records,30944012
1,Chunhua,Weng,195,Information Storage and Retrieval,30944012
1,Chunhua,Weng,195,Natural Language Processing,30944012
1,Chunhua,Weng,195,Academic Medical Centers,30943963
1,Chunhua,Weng,195,Adolescent,30943963
1,Chunhua,Weng,195,Adult,30943963
1,Chunhua,Weng,195,Biomedical Research,30943963
1,Chunhua,Weng,195,Confidentiality,30943963
1,Chunhua,Weng,195,Female,30943963
1,Chunhua,Weng,195,Health Personnel,30943963
1,Chunhua,Weng,195,Humans,30943963
1,Chunhua,Weng,195,Information Dissemination,30943963
1,Chunhua,Weng,195,Informed Consent,30943963
1,Chunhua,Weng,195,Male,30943963
1,Chunhua,Weng,195,Middle Aged,30943963
1,Chunhua,Weng,195,Natural Language Processing,30943963
1,Chunhua,Weng,195,New York,30943963
1,Chunhua,Weng,195,Patient Participation,30943963
1,Chunhua,Weng,195,Surveys and Questionnaires,30943963
1,Chunhua,Weng,195,Young Adult,30943963
1,Chunhua,Weng,195,Cognition,30815071
1,Chunhua,Weng,195,Decision Making,30815071
1,Chunhua,Weng,195,"Decision Support Systems, Clinical",30815071
1,Chunhua,Weng,195,Electronic Health Records,30815071
1,Chunhua,Weng,195,Humans,30815071
1,Chunhua,Weng,195,Reproducibility of Results,30815071
1,Chunhua,Weng,195,Terminology as Topic,30815071
1,Chunhua,Weng,195,User-Computer Interface,30815071
1,Chunhua,Weng,195,Clinical Trials as Topic,30753493
1,Chunhua,Weng,195,Databases as Topic,30753493
1,Chunhua,Weng,195,Eligibility Determination,30753493
1,Chunhua,Weng,195,Humans,30753493
1,Chunhua,Weng,195,Information Storage and Retrieval,30753493
1,Chunhua,Weng,195,Machine Learning,30753493
1,Chunhua,Weng,195,Natural Language Processing,30753493
1,Chunhua,Weng,195,Patient Selection,30753493
1,Chunhua,Weng,195,User-Computer Interface,30753493
1,Chunhua,Weng,195,Adolescent,30738948
1,Chunhua,Weng,195,Adult,30738948
1,Chunhua,Weng,195,Aged,30738948
1,Chunhua,Weng,195,"Aged, 80 and over",30738948
1,Chunhua,Weng,195,Child,30738948
1,Chunhua,Weng,195,Colorectal Neoplasms,30738948
1,Chunhua,Weng,195,"Diagnosis, Computer-Assisted",30738948
1,Chunhua,Weng,195,Female,30738948
1,Chunhua,Weng,195,Humans,30738948
1,Chunhua,Weng,195,Male,30738948
1,Chunhua,Weng,195,Middle Aged,30738948
1,Chunhua,Weng,195,"Models, Statistical",30738948
1,Chunhua,Weng,195,Prognosis,30738948
1,Chunhua,Weng,195,Risk,30738948
1,Chunhua,Weng,195,Supervised Machine Learning,30738948
1,Chunhua,Weng,195,Survival Analysis,30738948
1,Chunhua,Weng,195,Young Adult,30738948
1,Chunhua,Weng,195,Data Analysis,30480666
1,Chunhua,Weng,195,Data Mining,30480666
1,Chunhua,Weng,195,"Databases, Factual",30480666
1,Chunhua,Weng,195,Electronic Health Records,30480666
1,Chunhua,Weng,195,Humans,30480666
1,Chunhua,Weng,195,Patients,30480666
1,Chunhua,Weng,195,Animals,30465119
1,Chunhua,Weng,195,"Cells, Cultured",30465119
1,Chunhua,Weng,195,Down-Regulation,30465119
1,Chunhua,Weng,195,Epithelial-Mesenchymal Transition,30465119
1,Chunhua,Weng,195,"Gene Expression Regulation, Developmental",30465119
1,Chunhua,Weng,195,Gene Regulatory Networks,30465119
1,Chunhua,Weng,195,HEK293 Cells,30465119
1,Chunhua,Weng,195,Human Umbilical Vein Endothelial Cells,30465119
1,Chunhua,Weng,195,Humans,30465119
1,Chunhua,Weng,195,Mice,30465119
1,Chunhua,Weng,195,"Mice, Inbred C57BL",30465119
1,Chunhua,Weng,195,MicroRNAs,30465119
1,Chunhua,Weng,195,"Neovascularization, Physiologic",30465119
1,Chunhua,Weng,195,Algorithms,30414475
1,Chunhua,Weng,195,"Databases, Factual",30414475
1,Chunhua,Weng,195,Hospitals,30414475
1,Chunhua,Weng,195,Language,30414475
1,Chunhua,Weng,195,Medical Informatics,30414475
1,Chunhua,Weng,195,"Pattern Recognition, Automated",30414475
1,Chunhua,Weng,195,Reproducibility of Results,30414475
1,Chunhua,Weng,195,Semantics,30414475
1,Chunhua,Weng,195,Software,30414475
1,Chunhua,Weng,195,Unified Medical Language System,30414475
1,Chunhua,Weng,195,Peer Group,30102173
1,Chunhua,Weng,195,Peer Review,30102173
1,Chunhua,Weng,195,"Peer Review, Research",30102173
1,Chunhua,Weng,195,Primary Health Care,30102173
1,Chunhua,Weng,195,Publications,30102173
1,Chunhua,Weng,195,Adolescent,29961570
1,Chunhua,Weng,195,Child,29961570
1,Chunhua,Weng,195,"Child, Preschool",29961570
1,Chunhua,Weng,195,Electronic Health Records,29961570
1,Chunhua,Weng,195,Exome,29961570
1,Chunhua,Weng,195,Female,29961570
1,Chunhua,Weng,195,Genetic Testing,29961570
1,Chunhua,Weng,195,Genomics,29961570
1,Chunhua,Weng,195,Genotype,29961570
1,Chunhua,Weng,195,Humans,29961570
1,Chunhua,Weng,195,Infant,29961570
1,Chunhua,Weng,195,"Infant, Newborn",29961570
1,Chunhua,Weng,195,Male,29961570
1,Chunhua,Weng,195,Phenotype,29961570
1,Chunhua,Weng,195,"Renal Insufficiency, Chronic",29961570
1,Chunhua,Weng,195,Retrospective Studies,29961570
1,Chunhua,Weng,195,Adult,29956754
1,Chunhua,Weng,195,Aged,29956754
1,Chunhua,Weng,195,Antibodies,29956754
1,Chunhua,Weng,195,Area Under Curve,29956754
1,Chunhua,Weng,195,Biomarkers,29956754
1,Chunhua,Weng,195,Chemokine CXCL13,29956754
1,Chunhua,Weng,195,Creatinine,29956754
1,Chunhua,Weng,195,Female,29956754
1,Chunhua,Weng,195,Graft Rejection,29956754
1,Chunhua,Weng,195,Humans,29956754
1,Chunhua,Weng,195,Kidney,29956754
1,Chunhua,Weng,195,Kidney Function Tests,29956754
1,Chunhua,Weng,195,Kidney Transplantation,29956754
1,Chunhua,Weng,195,Kidney Tubules,29956754
1,Chunhua,Weng,195,Male,29956754
1,Chunhua,Weng,195,Middle Aged,29956754
1,Chunhua,Weng,195,"Transplantation, Homologous",29956754
1,Chunhua,Weng,195,Genetic Testing,29334348
1,Chunhua,Weng,195,Health Information Interoperability,29334348
1,Chunhua,Weng,195,Humans,29334348
1,Chunhua,Weng,195,Precision Medicine,29334348
1,Chunhua,Weng,195,Registries,29334348
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,29334348
1,Chunhua,Weng,195,Cohort Studies,29295240
1,Chunhua,Weng,195,"Databases, Factual",29295240
1,Chunhua,Weng,195,Electronic Health Records,29295240
1,Chunhua,Weng,195,Humans,29295240
1,Chunhua,Weng,195,Natural Language Processing,29295240
1,Chunhua,Weng,195,Reference Standards,29295240
1,Chunhua,Weng,195,Clinical Trials as Topic,29132636
1,Chunhua,Weng,195,Computer Graphics,29132636
1,Chunhua,Weng,195,Geographic Information Systems,29132636
1,Chunhua,Weng,195,Geographic Mapping,29132636
1,Chunhua,Weng,195,Humans,29132636
1,Chunhua,Weng,195,Information Storage and Retrieval,29132636
1,Chunhua,Weng,195,Information Systems,29132636
1,Chunhua,Weng,195,Patient Selection,29132636
1,Chunhua,Weng,195,Genomics,28583204
1,Chunhua,Weng,195,Humans,28583204
1,Chunhua,Weng,195,Metadata,28583204
1,Chunhua,Weng,195,Neoplasms,28583204
1,Chunhua,Weng,195,Semantic Web,28583204
1,Chunhua,Weng,195,Evidence-Based Medicine,28541552
1,Chunhua,Weng,195,Medical Informatics,28541552
1,Chunhua,Weng,195,"Peer Review, Research",28541552
1,Chunhua,Weng,195,Periodicals as Topic,28541552
1,Chunhua,Weng,195,Publishing,28541552
1,Chunhua,Weng,195,"Translational Research, Biomedical",28541552
1,Chunhua,Weng,195,Clinical Trials as Topic,28379377
1,Chunhua,Weng,195,Eligibility Determination,28379377
1,Chunhua,Weng,195,Humans,28379377
1,Chunhua,Weng,195,Machine Learning,28379377
1,Chunhua,Weng,195,Natural Language Processing,28379377
1,Chunhua,Weng,195,Patient Selection,28379377
1,Chunhua,Weng,195,Informatics,28269930
1,Chunhua,Weng,195,Information Systems,28269930
1,Chunhua,Weng,195,Semantics,28269930
1,Chunhua,Weng,195,Systems Integration,28269930
1,Chunhua,Weng,195,Electronic Health Records,27930734
1,Chunhua,Weng,195,"Genes, Neoplasm",27930734
1,Chunhua,Weng,195,Genetic Predisposition to Disease,27930734
1,Chunhua,Weng,195,"Genome, Human",27930734
1,Chunhua,Weng,195,Humans,27930734
1,Chunhua,Weng,195,Mutation,27930734
1,Chunhua,Weng,195,Neoplasms,27930734
1,Chunhua,Weng,195,"Sequence Analysis, DNA",27930734
1,Chunhua,Weng,195,Biomedical Research,27600407
1,Chunhua,Weng,195,Humans,27600407
1,Chunhua,Weng,195,Patient Selection,27600407
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,27600407
1,Chunhua,Weng,195,Software,27600407
1,Chunhua,Weng,195,Cluster Analysis,27597572
1,Chunhua,Weng,195,Electronic Data Processing,27597572
1,Chunhua,Weng,195,Humans,27597572
1,Chunhua,Weng,195,Knowledge,27597572
1,Chunhua,Weng,195,MEDLINE,27597572
1,Chunhua,Weng,195,Semantics,27597572
1,Chunhua,Weng,195,Unsupervised Machine Learning,27597572
1,Chunhua,Weng,195,Adult,27598694
1,Chunhua,Weng,195,Anti-Infective Agents,27598694
1,Chunhua,Weng,195,Clinical Trials as Topic,27598694
1,Chunhua,Weng,195,Computational Biology,27598694
1,Chunhua,Weng,195,Data Mining,27598694
1,Chunhua,Weng,195,Electronic Health Records,27598694
1,Chunhua,Weng,195,Humans,27598694
1,Chunhua,Weng,195,Patient Selection,27598694
1,Chunhua,Weng,195,Sepsis,27598694
1,Chunhua,Weng,195,Software,27598694
1,Chunhua,Weng,195,Systemic Inflammatory Response Syndrome,27598694
1,Chunhua,Weng,195,"Translational Research, Biomedical",27598694
1,Chunhua,Weng,195,Cognition,27435950
1,Chunhua,Weng,195,Communication,27435950
1,Chunhua,Weng,195,Data Mining,27435950
1,Chunhua,Weng,195,"Databases, Factual",27435950
1,Chunhua,Weng,195,Humans,27435950
1,Chunhua,Weng,195,Information Storage and Retrieval,27435950
1,Chunhua,Weng,195,Medical Informatics Computing,27435950
1,Chunhua,Weng,195,Task Performance and Analysis,27435950
1,Chunhua,Weng,195,User-Computer Interface,27435950
1,Chunhua,Weng,195,Animals,27338016
1,Chunhua,Weng,195,Cell Movement,27338016
1,Chunhua,Weng,195,Cell Shape,27338016
1,Chunhua,Weng,195,"Diabetes Mellitus, Experimental",27338016
1,Chunhua,Weng,195,Diabetic Nephropathies,27338016
1,Chunhua,Weng,195,Disease Progression,27338016
1,Chunhua,Weng,195,Glucose,27338016
1,Chunhua,Weng,195,Humans,27338016
1,Chunhua,Weng,195,Kidney,27338016
1,Chunhua,Weng,195,Male,27338016
1,Chunhua,Weng,195,Mice,27338016
1,Chunhua,Weng,195,"Mice, Transgenic",27338016
1,Chunhua,Weng,195,Microfilament Proteins,27338016
1,Chunhua,Weng,195,Podocytes,27338016
1,Chunhua,Weng,195,"Receptors, N-Methyl-D-Aspartate",27338016
1,Chunhua,Weng,195,cdc42 GTP-Binding Protein,27338016
1,Chunhua,Weng,195,Biomedical Research,27185504
1,Chunhua,Weng,195,Clinical Trials as Topic,27185504
1,Chunhua,Weng,195,Comparative Effectiveness Research,27185504
1,Chunhua,Weng,195,Data Collection,27185504
1,Chunhua,Weng,195,Humans,27185504
1,Chunhua,Weng,195,"Models, Theoretical",27185504
1,Chunhua,Weng,195,Needs Assessment,27185504
1,Chunhua,Weng,195,Biomedical Research,27067901
1,Chunhua,Weng,195,Communication,27067901
1,Chunhua,Weng,195,Electronic Health Records,27067901
1,Chunhua,Weng,195,Humans,27067901
1,Chunhua,Weng,195,Medical Informatics,27067901
1,Chunhua,Weng,195,Research Personnel,27067901
1,Chunhua,Weng,195,Access to Information,26972838
1,Chunhua,Weng,195,Biomedical Research,26972838
1,Chunhua,Weng,195,Electronic Health Records,26972838
1,Chunhua,Weng,195,Humans,26972838
1,Chunhua,Weng,195,Information Storage and Retrieval,26972838
1,Chunhua,Weng,195,Medical Informatics,26972838
1,Chunhua,Weng,195,Public Health,26972838
1,Chunhua,Weng,195,Reproducibility of Results,26972838
1,Chunhua,Weng,195,Research Personnel,26972838
1,Chunhua,Weng,195,Software,26972838
1,Chunhua,Weng,195,"Translational Research, Biomedical",26972838
1,Chunhua,Weng,195,User-Computer Interface,26972838
1,Chunhua,Weng,195,Algorithms,26940748
1,Chunhua,Weng,195,Data Mining,26940748
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 1",26940748
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 2",26940748
1,Chunhua,Weng,195,Glycated Hemoglobin,26940748
1,Chunhua,Weng,195,Humans,26940748
1,Chunhua,Weng,195,"Numerical Analysis, Computer-Assisted",26940748
1,Chunhua,Weng,195,User-Computer Interface,26940748
1,Chunhua,Weng,195,Clinical Trials as Topic,26851401
1,Chunhua,Weng,195,Data Mining,26851401
1,Chunhua,Weng,195,Drug Labeling,26851401
1,Chunhua,Weng,195,Humans,26851401
1,Chunhua,Weng,195,Information Storage and Retrieval,26851401
1,Chunhua,Weng,195,Medical Informatics,26851401
1,Chunhua,Weng,195,"Models, Statistical",26851401
1,Chunhua,Weng,195,Pharmacovigilance,26851401
1,Chunhua,Weng,195,"Product Surveillance, Postmarketing",26851401
1,Chunhua,Weng,195,Algorithms,26820188
1,Chunhua,Weng,195,Biomedical Research,26820188
1,Chunhua,Weng,195,Clinical Trials as Topic,26820188
1,Chunhua,Weng,195,"Databases, Factual",26820188
1,Chunhua,Weng,195,Demography,26820188
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 2",26820188
1,Chunhua,Weng,195,Humans,26820188
1,Chunhua,Weng,195,Medical Informatics Computing,26820188
1,Chunhua,Weng,195,Multivariate Analysis,26820188
1,Chunhua,Weng,195,Nutrition Surveys,26820188
1,Chunhua,Weng,195,Observational Studies as Topic,26820188
1,Chunhua,Weng,195,Patient Selection,26820188
1,Chunhua,Weng,195,Selection Bias,26820188
1,Chunhua,Weng,195,Clinical Trials as Topic,26776188
1,Chunhua,Weng,195,Computational Biology,26776188
1,Chunhua,Weng,195,Eligibility Determination,26776188
1,Chunhua,Weng,195,Encyclopedias as Topic,26776188
1,Chunhua,Weng,195,Humans,26776188
1,Chunhua,Weng,195,Knowledge Bases,26776188
1,Chunhua,Weng,195,Mental Disorders,26776188
1,Chunhua,Weng,195,Precision Medicine,26776188
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,26776188
1,Chunhua,Weng,195,Biomedical Research,26657707
1,Chunhua,Weng,195,Communication,26657707
1,Chunhua,Weng,195,Electronic Health Records,26657707
1,Chunhua,Weng,195,Humans,26657707
1,Chunhua,Weng,195,Biomedical Research,26549161
1,Chunhua,Weng,195,Clinical Studies as Topic,26549161
1,Chunhua,Weng,195,Humans,26549161
1,Chunhua,Weng,195,Medical Informatics,26549161
1,Chunhua,Weng,195,Patient Selection,26549161
1,Chunhua,Weng,195,Biomedical Research,26262323
1,Chunhua,Weng,195,Computer Literacy,26262323
1,Chunhua,Weng,195,Electronic Health Records,26262323
1,Chunhua,Weng,195,"Health Knowledge, Attitudes, Practice",26262323
1,Chunhua,Weng,195,Professional Competence,26262323
1,Chunhua,Weng,195,Software,26262323
1,Chunhua,Weng,195,"Translational Research, Biomedical",26262323
1,Chunhua,Weng,195,Utilization Review,26262323
1,Chunhua,Weng,195,Web Browser,26262323
1,Chunhua,Weng,195,Aged,26262115
1,Chunhua,Weng,195,"Databases, Factual",26262115
1,Chunhua,Weng,195,"Diabetes Mellitus, Type 2",26262115
1,Chunhua,Weng,195,Diet Therapy,26262115
1,Chunhua,Weng,195,Electronic Health Records,26262115
1,Chunhua,Weng,195,Humans,26262115
1,Chunhua,Weng,195,Male,26262115
1,Chunhua,Weng,195,Medical Record Linkage,26262115
1,Chunhua,Weng,195,Middle Aged,26262115
1,Chunhua,Weng,195,Nutrition Surveys,26262115
1,Chunhua,Weng,195,Population Surveillance,26262115
1,Chunhua,Weng,195,Prevalence,26262115
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,26262115
1,Chunhua,Weng,195,Therapeutics,26262115
1,Chunhua,Weng,195,United States,26262115
1,Chunhua,Weng,195,Bacterial Infections,26212414
1,Chunhua,Weng,195,Biological Ontologies,26212414
1,Chunhua,Weng,195,"Decision Support Systems, Clinical",26212414
1,Chunhua,Weng,195,Electronic Health Records,26212414
1,Chunhua,Weng,195,Humans,26212414
1,Chunhua,Weng,195,Information Storage and Retrieval,26212414
1,Chunhua,Weng,195,Knowledge,26212414
1,Chunhua,Weng,195,3' Untranslated Regions,25991585
1,Chunhua,Weng,195,"Adaptor Proteins, Signal Transducing",25991585
1,Chunhua,Weng,195,Animals,25991585
1,Chunhua,Weng,195,"Cell Line, Tumor",25991585
1,Chunhua,Weng,195,Cell Movement,25991585
1,Chunhua,Weng,195,Cell Proliferation,25991585
1,Chunhua,Weng,195,Colorectal Neoplasms,25991585
1,Chunhua,Weng,195,Female,25991585
1,Chunhua,Weng,195,HCT116 Cells,25991585
1,Chunhua,Weng,195,Humans,25991585
1,Chunhua,Weng,195,Lung Neoplasms,25991585
1,Chunhua,Weng,195,Mice,25991585
1,Chunhua,Weng,195,MicroRNAs,25991585
1,Chunhua,Weng,195,Neoplasm Transplantation,25991585
1,Chunhua,Weng,195,Artificial Intelligence,25769682
1,Chunhua,Weng,195,Electronic Health Records,25769682
1,Chunhua,Weng,195,Eligibility Determination,25769682
1,Chunhua,Weng,195,Humans,25769682
1,Chunhua,Weng,195,Information Storage and Retrieval,25769682
1,Chunhua,Weng,195,Patient Selection,25769682
1,Chunhua,Weng,195,ROC Curve,25769682
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,25769682
1,Chunhua,Weng,195,Biomedical Research,25615940
1,Chunhua,Weng,195,Clinical Trials as Topic,25615940
1,Chunhua,Weng,195,Data Mining,25615940
1,Chunhua,Weng,195,"Databases, Factual",25615940
1,Chunhua,Weng,195,Female,25615940
1,Chunhua,Weng,195,Humans,25615940
1,Chunhua,Weng,195,Internet,25615940
1,Chunhua,Weng,195,Male,25615940
1,Chunhua,Weng,195,"Models, Theoretical",25615940
1,Chunhua,Weng,195,Patient Selection,25615940
1,Chunhua,Weng,195,Academic Medical Centers,26958302
1,Chunhua,Weng,195,Breast Neoplasms,26958302
1,Chunhua,Weng,195,Clinical Trials as Topic,26958302
1,Chunhua,Weng,195,Eligibility Determination,26958302
1,Chunhua,Weng,195,Humans,26958302
1,Chunhua,Weng,195,Natural Language Processing,26958302
1,Chunhua,Weng,195,New York,26958302
1,Chunhua,Weng,195,Patient Selection,26958302
1,Chunhua,Weng,195,Research Design,26958302
1,Chunhua,Weng,195,Research Personnel,26958302
1,Chunhua,Weng,195,Bias,26958300
1,Chunhua,Weng,195,Blood Glucose,26958300
1,Chunhua,Weng,195,Diabetes Mellitus,26958300
1,Chunhua,Weng,195,Humans,26958300
1,Chunhua,Weng,195,Hypoglycemic Agents,26958300
1,Chunhua,Weng,195,International Classification of Diseases,26958300
1,Chunhua,Weng,195,Clinical Trials as Topic,26958204
1,Chunhua,Weng,195,Comprehension,26958204
1,Chunhua,Weng,195,Eligibility Determination,26958204
1,Chunhua,Weng,195,Humans,26958204
1,Chunhua,Weng,195,Natural Language Processing,26958204
1,Chunhua,Weng,195,Reading,26958204
1,Chunhua,Weng,195,Search Engine,26958204
1,Chunhua,Weng,195,Biological Ontologies,26958201
1,Chunhua,Weng,195,Common Data Elements,26958201
1,Chunhua,Weng,195,Humans,26958201
1,Chunhua,Weng,195,Information Storage and Retrieval,26958201
1,Chunhua,Weng,195,Neoplasms,26958201
1,Chunhua,Weng,195,Registries,26958201
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,26958201
1,Chunhua,Weng,195,Eligibility Determination,26958194
1,Chunhua,Weng,195,Humans,26958194
1,Chunhua,Weng,195,Nutrition Surveys,26958194
1,Chunhua,Weng,195,Patient Selection,26958194
1,Chunhua,Weng,195,Randomized Controlled Trials as Topic,26958194
1,Chunhua,Weng,195,"Translational Research, Biomedical",26958194
1,Chunhua,Weng,195,Algorithms,26958170
1,Chunhua,Weng,195,Computer Simulation,26958170
1,Chunhua,Weng,195,Information Storage and Retrieval,26958170
1,Chunhua,Weng,195,Systematized Nomenclature of Medicine,26958170
1,Chunhua,Weng,195,Terminology as Topic,26958170
1,Chunhua,Weng,195,Authorship,25046832
1,Chunhua,Weng,195,Biomedical Research,25046832
1,Chunhua,Weng,195,Humans,25046832
1,Chunhua,Weng,195,Journal Impact Factor,25046832
1,Chunhua,Weng,195,MEDLINE,25046832
1,Chunhua,Weng,195,New York City,25046832
1,Chunhua,Weng,195,Publications,25046832
1,Chunhua,Weng,195,Universities,25046832
1,Chunhua,Weng,195,Database Management Systems,24943582
1,Chunhua,Weng,195,"Databases, Factual",24943582
1,Chunhua,Weng,195,Information Storage and Retrieval,24943582
1,Chunhua,Weng,195,Knowledge Bases,24943582
1,Chunhua,Weng,195,Natural Language Processing,24943582
1,Chunhua,Weng,195,New York,24943582
1,Chunhua,Weng,195,Practice Guidelines as Topic,24943582
1,Chunhua,Weng,195,Semantics,24943582
1,Chunhua,Weng,195,"Vocabulary, Controlled",24943582
1,Chunhua,Weng,195,Adolescent,24916006
1,Chunhua,Weng,195,Adult,24916006
1,Chunhua,Weng,195,Aged,24916006
1,Chunhua,Weng,195,"Aged, 80 and over",24916006
1,Chunhua,Weng,195,Bias,24916006
1,Chunhua,Weng,195,Biomedical Research,24916006
1,Chunhua,Weng,195,Child,24916006
1,Chunhua,Weng,195,"Child, Preschool",24916006
1,Chunhua,Weng,195,Electronic Health Records,24916006
1,Chunhua,Weng,195,Female,24916006
1,Chunhua,Weng,195,Health Status,24916006
1,Chunhua,Weng,195,Health Status Indicators,24916006
1,Chunhua,Weng,195,Humans,24916006
1,Chunhua,Weng,195,Infant,24916006
1,Chunhua,Weng,195,Male,24916006
1,Chunhua,Weng,195,Middle Aged,24916006
